ACC,PRE,NPV,SE,SP,MCC,PPV,AUC,AUC-PR,model,dropout
0.825519915,0.793931731,0.865338645,0.881403508,0.769121812,0.654883253,0.835384103,0.901281248,"0.8867503337133512
",DBP-CNN(Hybrid),0.2
0.81465821,0.797225891,0.834592144,0.846423562,0.782577903,0.630408178,0.821088435,0.894770431,"0.8735659199160664
",DBP-CNN(Hybrid),0.2
0.816772375,0.809426229,0.824599708,0.830995792,0.802407931,0.633714755,0.820069204,0.894371625,"0.8800810474894223
",DBP-CNN(Hybrid),0.2
0.816067653,0.775946275,0.870833333,0.891304347,0.740084985,0.639038142,0.829634464,0.901590852,"0.8885031700397449
",DBP-CNN(Hybrid),0.2
0.830866808,0.859422492,0.806176084,0.793127629,0.868980169,0.663850894,0.824945295,0.909072804,"0.8949225306166217
",DBP-CNN(Hybrid),0.2
0.82446246,0.794659885,0.861550632,0.877192982,0.771246458,0.652313408,0.833889259,0.898063715,"0.8863475011179065
",DBP-CNN(Hybrid),0.2
0.825933756,0.784493284,0.882499999,0.901122019,0.749999999,0.659009874,0.838772846,0.897615212,"0.8773255424538278
",DBP-CNN(Hybrid),0.2
0.806553911,0.755387303,0.884924174,0.909537166,0.702549575,0.626040068,0.825326121,0.89592662,"0.8808770593596003
",DBP-CNN(Hybrid),0.2
0.825229035,0.81762295,0.833333333,0.839410939,0.810906515,0.650636791,0.828373702,0.905796439,"0.8914725113427675
",DBP-CNN(Hybrid),0.2
0.82346723,0.860483242,0.792926045,0.774193548,0.873229461,0.650409262,0.815060908,0.909453234,"0.8962319854373417
",DBP-CNN(Hybrid),0.2
0.82657737,0.784277879,0.884615384,0.903157894,0.749291784,0.660620311,0.839530332,0.90026937,"0.8885212731769738
",DBP-CNN(Hybrid),0.2
0.820295983,0.799738219,0.844274809,0.856942496,0.783286118,0.642118034,0.827352742,0.893722014,"0.8744162923256904
",DBP-CNN(Hybrid),0.2
0.804439746,0.747583854,0.897126969,0.922159887,0.685552407,0.625938252,0.825745683,0.893562591,"0.876029070291278
",DBP-CNN(Hybrid),0.2
0.833333333,0.795779019,0.882640586,0.899018232,0.766997167,0.672188891,0.844254198,0.908441072,"0.8888822789112969
",DBP-CNN(Hybrid),0.2
0.808315715,0.751138952,0.901109056,0.924964936,0.690509915,0.633594702,0.82903834,0.901772872,"0.8891022367143963
",DBP-CNN(Hybrid),0.2
0.825519915,0.781818181,0.886267902,0.905263157,0.745042492,0.659135916,0.83902439,0.90353561,"0.8878037099015017
",DBP-CNN(Hybrid),0.2
